Keyword,Definition,Category,filename
Associative Relationship,"A relationship between terms that are related but not hierarchical (e.g., 'Car' and 'Fuel').",Metadata & Taxonomy for Glossary Sites,Associative-Relationship.md
Breadcrumb Trail,A secondary navigation scheme that reveals the user's location in a website or Web application.,Metadata & Taxonomy for Glossary Sites,Breadcrumb-Trail.md
Controlled Vocabulary,A standardized list of terms used to ensure consistency in indexing and retrieval.,Metadata & Taxonomy for Glossary Sites,Controlled-Vocabulary.md
Cross-referencing,Directing the user from one part of a document or system to another.,Metadata & Taxonomy for Glossary Sites,Cross-referencing.md
Descriptive Metadata,"Information describing the intellectual content of a resource (e.g., Title, Author, Abstract).",Metadata & Taxonomy for Glossary Sites,Descriptive-Metadata.md
Dublin Core,A widely used standard for cross-domain metadata description.,Metadata & Taxonomy for Glossary Sites,Dublin-Core.md
Facet,A specific attribute or category used to filter content in a faceted search system.,Metadata & Taxonomy for Glossary Sites,Facet.md
Faceted Classification,Organizing content by multiple attributes (facets) rather than a single rigid hierarchy.,Metadata & Taxonomy for Glossary Sites,Faceted-Classification.md
Folksonomy,A user-generated system of classifying and organizing online content into different categories.,Metadata & Taxonomy for Glossary Sites,Folksonomy.md
Hierarchical Categorization,Organizing items into a tree-like structure where each item belongs to a single parent category.,Metadata & Taxonomy for Glossary Sites,Hierarchical-Categorization.md
Metadata Schema,A structure that defines the elements and format of metadata.,Metadata & Taxonomy for Glossary Sites,Metadata-Schema.md
Ontology,A set of concepts and categories in a subject area or domain that shows their properties and the relations between them.,Metadata & Taxonomy for Glossary Sites,Ontology.md
Polyhierarchy,A structure where a single item belongs to multiple parent categories simultaneously.,Metadata & Taxonomy for Glossary Sites,Polyhierarchy.md
Preferred Term,"The designated term to be used in indexing to represent a concept, avoiding synonyms.",Metadata & Taxonomy for Glossary Sites,Preferred-Term.md
Scope Note,A note explaining the definition and usage limits of a term within a specific taxonomy.,Metadata & Taxonomy for Glossary Sites,Scope-Note.md
Search Filters,Tools that allow users to narrow down search results based on specific criteria.,Metadata & Taxonomy for Glossary Sites,Search-Filters.md
Semantic Tagging,"The process of attaching meaningful tags to content to describe what it is about, not just what it says.",Metadata & Taxonomy for Glossary Sites,Semantic-Tagging.md
SKOS (Simple Knowledge Organization System),A common data model for sharing and linking knowledge organization systems via the Web.,Metadata & Taxonomy for Glossary Sites,SKOS--Simple-Knowledge-Organization-System-.md
Structural Metadata,"Information about how a compound object is put together (e.g., page order in a book).",Metadata & Taxonomy for Glossary Sites,Structural-Metadata.md
Synonym Management,Handling different words that have the same meaning.,Metadata & Taxonomy for Glossary Sites,Synonym-Management.md
Synonym Ring,"A set of terms that are considered equivalent for search purposes (e.g., mobile, cell, phone).",Metadata & Taxonomy for Glossary Sites,Synonym-Ring.md
Tag Cloud,A visual representation of text data where the importance of each tag is shown with font size or color.,Metadata & Taxonomy for Glossary Sites,Tag-Cloud.md
Tagging System,A non-hierarchical keyword or term assigned to a piece of information.,Metadata & Taxonomy for Glossary Sites,Tagging-System.md
Taxonomy,The science or technique of classification; a scheme of classification.,Metadata & Taxonomy for Glossary Sites,Taxonomy.md
Thesaurus,A controlled vocabulary that lists words grouped together according to similarity of meaning.,Metadata & Taxonomy for Glossary Sites,Thesaurus.md
Topic Map,A standard for representing knowledge and connecting information resources to topics.,Metadata & Taxonomy for Glossary Sites,Topic-Map.md
Annotator Agreement,A metric measuring how often different human annotators agree on the labels for the same data.,Model Training & Data,Annotator-Agreement.md
Batch Size,The number of training examples utilized in one iteration.,Model Training & Data,Batch-Size.md
Bias-Variance Tradeoff,The conflict when trying to simultaneously minimize these two sources of error.,Model Training & Data,Bias-Variance-Tradeoff.md
BLEU Score,"A metric for evaluating a generated sentence to a reference sentence, often used in translation.",Model Training & Data,BLEU-Score.md
Checkpointing,Saving the state of a model at specific intervals during training to allow resumption if it crashes.,Model Training & Data,Checkpointing.md
Cold Start Problem,The difficulty a recommendation system faces when there is insufficient data about a new user or item.,Model Training & Data,Cold-Start-Problem.md
Confusion Matrix,A table used to describe the performance of a classification model.,Model Training & Data,Confusion-Matrix.md
Context Recall,A metric measuring if the retrieved context actually contains the information needed to answer the query.,Model Training & Data,Context-Recall.md
Data Augmentation,Techniques used to increase the amount of data by adding slightly modified copies.,Model Training & Data,Data-Augmentation.md
Data Cleansing,The process of detecting and correcting corrupt or inaccurate records from a dataset.,Model Training & Data,Data-Cleansing.md
Dataset Annotation,The process of labeling data to make it usable for machine learning training.,Model Training & Data,Dataset-Annotation.md
Early Stopping,Halting the training of a model when performance on a validation dataset stops improving to prevent overfitting.,Model Training & Data,Early-Stopping.md
Epoch,One complete pass of the training dataset through the algorithm.,Model Training & Data,Epoch.md
F1 Score,"The harmonic mean of precision and recall, providing a single metric for model accuracy.",Model Training & Data,F1-Score.md
Faithfulness,An evaluation metric measuring whether the generated answer is factually consistent with the retrieved context.,Model Training & Data,Faithfulness.md
Gradient Descent,An optimization algorithm used to minimize the loss function by iteratively moving towards the minimum.,Model Training & Data,Gradient-Descent.md
Gradient Vanishing,A problem in training deep neural networks where gradients become too small to update weights effectively.,Model Training & Data,Gradient-Vanishing.md
Learning Rate Scheduler,"Adjusting the learning rate during training (e.g., decaying it) to help the model converge efficiently.",Model Training & Data,Learning-Rate-Scheduler.md
Loss Function,A mathematical function that measures how far the model's predictions are from the actual values.,Model Training & Data,Loss-Function.md
Overfitting,"When a model learns the training data too well, including noise, reducing real-world performance.",Model Training & Data,Overfitting.md
RAGAS,"A framework for evaluating RAG pipelines based on metrics like faithfulness, answer relevance, and context recall.",Model Training & Data,RAGAS.md
Reinforcement Learning,Training an AI to make decisions by rewarding desired behaviors and punishing undesired ones.,Model Training & Data,Reinforcement-Learning.md
ROUGE Score,A set of metrics used to evaluate automatic summarization and machine translation software.,Model Training & Data,ROUGE-Score.md
Supervised Learning,Training an AI using a dataset that includes both inputs and the correct outputs (labels).,Model Training & Data,Supervised-Learning.md
Synthetic Data Generation,Creating artificial data that mimics real-world data to train models where real data is scarce or sensitive.,Model Training & Data,Synthetic-Data-Generation.md
Train-Test Split,Separating data into a training set for learning and a test set for evaluation.,Model Training & Data,Train-Test-Split.md
Training Corpus,The large body of text or data used to train a machine learning model.,Model Training & Data,Training-Corpus.md
Unsupervised Learning,Training an AI to find patterns in data without pre-existing labels.,Model Training & Data,Unsupervised-Learning.md
Validation Set,A subset of data used to tune hyperparameters and prevent overfitting.,Model Training & Data,Validation-Set.md
Vector Store,A specialized storage system designed to handle high-dimensional vector data for RAG.,Model Training & Data,Vector-Store.md
Warmup Steps,A period at the beginning of training where the learning rate is gradually increased from zero.,Model Training & Data,Warmup-Steps.md
After Call Work (ACW),"Tasks an agent must complete immediately after a call finishes (logging, notes).",Omnichannel Support,After-Call-Work--ACW-.md
Asynchronous Messaging,"Communication where the participants do not need to be online simultaneously (e.g., WhatsApp).",Omnichannel Support,Asynchronous-Messaging.md
Async Video Support,"Using recorded video messages (e.g., Loom) to explain complex issues instead of live calls or long emails.",Omnichannel Support,Async-Video-Support.md
Average Speed of Answer (ASA),The average time it takes for calls to be answered by an agent during a specific time period.,Omnichannel Support,Average-Speed-of-Answer--ASA-.md
Average Talk Time (ATT),"The average amount of time an agent spends talking to customers, excluding hold time and wrap-up time.",Omnichannel Support,Average-Talk-Time--ATT-.md
BPO (Business Process Outsourcing),Contracting standard business functions (like support) to a third-party provider.,Omnichannel Support,BPO--Business-Process-Outsourcing-.md
Call Deflection,"Strategies to redirect incoming calls to digital channels (chat, self-service) to reduce phone volume.",Omnichannel Support,Call-Deflection.md
Channel Handover,Transitioning a customer from one support channel to another smoothly.,Omnichannel Support,Channel-Handover.md
Channel Migration,Strategically moving customers from expensive channels (phone) to lower-cost channels (chat/web).,Omnichannel Support,Channel-Migration.md
Channel Preference,The specific communication method a customer prefers to use for support interactions.,Omnichannel Support,Channel-Preference.md
Channel Switching,The ability for a customer to move from one communication channel to another seamlessly.,Omnichannel Support,Channel-Switching.md
Co-browsing,Technology enabling an agent to view and interact with a customer's web browser in real-time.,Omnichannel Support,Co-browsing.md
Context Persistence,Maintaining the state and history of a conversation across different sessions.,Omnichannel Support,Context-Persistence.md
Context Preservation,Transferring a support case while maintaining the conversation history and background context.,Omnichannel Support,Context-Preservation.md
Contextual Handoff,Transferring a customer to another agent along with the full background and data of the current session.,Omnichannel Support,Contextual-Handoff.md
Continuous Authentication,"Verifying a user's identity passively throughout the interaction (voice biometrics, typing behavior) rather than just at login.",Omnichannel Support,Continuous-Authentication.md
Cross-Channel Consistency,The concept of providing the same quality and content of support regardless of the channel used.,Omnichannel Support,Cross-Channel-Consistency.md
Customer 360,"A complete, holistic view of a customer's data and interaction history.",Omnichannel Support,Customer-360.md
Customer Advocacy,"A customer service strategy focused on doing what is best for the customer, turning them into brand supporters.",Omnichannel Support,Customer-Advocacy.md
Customer Effort Score (CES),A metric measuring how much effort a customer had to exert to get an issue resolved.,Omnichannel Support,Customer-Effort-Score--CES-.md
Customer Journey Analytics,The process of tracking and analyzing how customers use a combination of channels to interact with an organization.,Omnichannel Support,Customer-Journey-Analytics.md
Customer Journey Mapping,A method to visualize the customer's path from awareness to purchase and support.,Omnichannel Support,Customer-Journey-Mapping.md
Customer Lifetime Value (CLV),The total revenue a business can reasonably expect from a single customer account.,Omnichannel Support,Customer-Lifetime-Value--CLV-.md
Engagement History,A record of all past interactions and touchpoints with a customer.,Omnichannel Support,Engagement-History.md
First Contact Resolution (FCR),The percentage of incoming requests that are resolved during the first interaction.,Omnichannel Support,First-Contact-Resolution--FCR-.md
Gamification in Support,"Using game mechanics (leaderboards, badges) to motivate support agents and improve performance.",Omnichannel Support,Gamification-in-Support.md
Help Scout,A help desk platform that focuses on a shared inbox approach for a more human customer experience.,Omnichannel Support,Help-Scout.md
HubSpot Service Hub,A customer service software that connects to the HubSpot CRM to deliver authentic service.,Omnichannel Support,HubSpot-Service-Hub.md
Interactive Text Response (ITR),"Similar to IVR but for text channels, guiding users through menus via chat or SMS.",Omnichannel Support,Interactive-Text-Response--ITR-.md
Intercom,"A customer messaging platform that combines bots, apps, and product tours for support and sales.",Omnichannel Support,Intercom.md
Kustomer,"A top-rated CRM for customer service that focuses on treating people like people, not tickets.",Omnichannel Support,Kustomer.md
Mystery Shopping,A method used to measure quality of service using anonymous 'shoppers' to gather data.,Omnichannel Support,Mystery-Shopping.md
Omnichannel Routing,"A routing logic that assigns work items from all channels (email, chat, phone) to a single unified queue.",Omnichannel Support,Omnichannel-Routing.md
Predictive Engagement,"Proactively initiating a chat or offer based on visitor behavior (e.g., hesitation on checkout) before they ask for help.",Omnichannel Support,Predictive-Engagement.md
Predictive Routing,Using AI to match customers with the specific agent best suited to handle their personality or issue type.,Omnichannel Support,Predictive-Routing.md
Proactive Chat,"A chat invitation automatically triggered by visitor behavior (e.g., staying on a pricing page).",Omnichannel Support,Proactive-Chat.md
Proactive Support,Providing assistance before the customer asks for it.,Omnichannel Support,Proactive-Support.md
Real-time Synchronization,Immediate reflection of data and status updates across all connected systems.,Omnichannel Support,Real-time-Synchronization.md
Salesforce Service Cloud,The world's #1 customer service application to deliver personalized support across any channel.,Omnichannel Support,Salesforce-Service-Cloud.md
Seamless Experience,A continuous experience where information is not lost when switching between channels.,Omnichannel Support,Seamless-Experience.md
Sentiment-Based Routing,Routing customers to specific queues or senior agents based on the negative sentiment detected in their initial message.,Omnichannel Support,Sentiment-Based-Routing.md
Service Recovery,The actions a company takes to resolve a service failure and restore customer trust.,Omnichannel Support,Service-Recovery.md
Service Recovery Paradox,A situation where a customer thinks more highly of a company after a problem is solved than if no problem had occurred.,Omnichannel Support,Service-Recovery-Paradox.md
Session Continuity,Technology that maintains the state of a conversation even when changing devices.,Omnichannel Support,Session-Continuity.md
Single Customer View (SCV),A representation of all data a company holds about a single customer in one place.,Omnichannel Support,Single-Customer-View--SCV-.md
Skill-Based Routing,Assigning incoming support requests to the agent with the most relevant skills to handle them.,Omnichannel Support,Skill-Based-Routing.md
Social Care,Customer support provided via social media channels.,Omnichannel Support,Social-Care.md
Ticket Swarming,A collaborative support model where tickets are handled by a group of experts rather than tiered escalation.,Omnichannel Support,Ticket-Swarming.md
Touchpoint Integration,"Systematic linkage of all customer contact points such as Web, SNS, and phone.",Omnichannel Support,Touchpoint-Integration.md
Unified Agent Desktop,A single interface where agents can view all customer interactions and data without switching tabs.,Omnichannel Support,Unified-Agent-Desktop.md
Unified Communications as a Service (UCaaS),A cloud delivery model that offers a variety of communication and collaboration applications and services.,Omnichannel Support,Unified-Communications-as-a-Service--UCaaS-.md
Unified Customer Profile,A comprehensive collection of data associated with a specific customer from all channels.,Omnichannel Support,Unified-Customer-Profile.md
Unified Customer View,A centralized display of customer data and interaction history across all channels.,Omnichannel Support,Unified-Customer-View.md
Unified Inbox,"A single interface aggregating messages from email, SMS, social media, and chat.",Omnichannel Support,Unified-Inbox.md
Visual IVR,A support menu displayed on a smartphone screen that allows customers to navigate options visually instead of listening to voice prompts.,Omnichannel Support,Visual-IVR.md
Voice of the Customer (VoC),"The process of capturing customer's expectations, preferences, and aversions.",Omnichannel Support,Voice-of-the-Customer--VoC-.md
Workforce Optimization (WFO),"A strategy integrating contact center technologies (WFM, QA, Analytics) to maximize agent efficiency.",Omnichannel Support,Workforce-Optimization--WFO-.md
Wrap-up Code,A code or category selected by an agent after a call to classify the interaction type and outcome.,Omnichannel Support,Wrap-up-Code.md
Zendesk,A service-first CRM company that builds software designed to improve customer relationships.,Omnichannel Support,Zendesk.md
API Economy,Business models and practices built around the use of APIs.,Platform Ecosystems & Integrations,API-Economy.md
API Gateway,"A server that acts as an API front-end, receiving API requests, enforcing throttling and security policies.",Platform Ecosystems & Integrations,API-Gateway.md
API Monetization,"Generating revenue by charging for access to an API (e.g., tiered usage plans).",Platform Ecosystems & Integrations,API-Monetization.md
API Rate Limiting,Controlling the number of requests a user can make to an API in a given timeframe.,Platform Ecosystems & Integrations,API-Rate-Limiting.md
Change Data Capture (CDC),A set of software design patterns used to determine and track the data that has changed so that action can be taken.,Platform Ecosystems & Integrations,Change-Data-Capture--CDC-.md
Developer Community,A group of developers who use a specific platform or technology.,Platform Ecosystems & Integrations,Developer-Community.md
Developer Portal,"A website that provides documentation, tools, and support for developers using your API.",Platform Ecosystems & Integrations,Developer-Portal.md
Embedded iPaaS,Integration capabilities embedded directly into a SaaS product for end-users to connect their apps.,Platform Ecosystems & Integrations,Embedded-iPaaS.md
Event-Driven Architecture,"A software architecture paradigm promoting the production, detection, consumption of, and reaction to events.",Platform Ecosystems & Integrations,Event-Driven-Architecture.md
GraphQL,A query language for APIs and a runtime for fulfilling those queries with your existing data.,Platform Ecosystems & Integrations,GraphQL.md
Headless Commerce,An e-commerce architecture where the frontend is decoupled from the backend commerce functionality.,Platform Ecosystems & Integrations,Headless-Commerce.md
Integration PaaS (iPaaS),"A suite of cloud services enabling development, execution and governance of integration flows.",Platform Ecosystems & Integrations,Integration-PaaS--iPaaS-.md
Marketplace,An online platform where third-party developers can sell or distribute their applications.,Platform Ecosystems & Integrations,Marketplace.md
Marketplace Dynamics,"The interactions between buyers, sellers, and the platform operator in an ecosystem.",Platform Ecosystems & Integrations,Marketplace-Dynamics.md
Middleware,Software that acts as a bridge between an operating system and applications.,Platform Ecosystems & Integrations,Middleware.md
Native Integration,A direct connection built into a software platform to connect seamlessly with another specific application.,Platform Ecosystems & Integrations,Native-Integration.md
OAuth,"An open standard for access delegation, commonly used as a way for Internet users to log in to websites.",Platform Ecosystems & Integrations,OAuth.md
Partner Ecosystem,"A network of partners (resellers, integrators) that work together to create value for customers.",Platform Ecosystems & Integrations,Partner-Ecosystem.md
Partner Portal,A web-based application that allows a company to manage its relationship with its partners.,Platform Ecosystems & Integrations,Partner-Portal.md
Rate Limiting,Controlling the amount of incoming or outgoing traffic to or from a network or API.,Platform Ecosystems & Integrations,Rate-Limiting.md
REST API,"An API that adheres to the constraints of REST architectural style, commonly used for web services.",Platform Ecosystems & Integrations,REST-API.md
Reverse Proxy,A server that sits in front of web servers and forwards client requests to those web servers.,Platform Ecosystems & Integrations,Reverse-Proxy.md
Sandbox Environment,An isolated testing environment that enables users to run programs or execute files without affecting the live system.,Platform Ecosystems & Integrations,Sandbox-Environment.md
SDK (Software Development Kit),A collection of software development tools in one installable package.,Platform Ecosystems & Integrations,SDK--Software-Development-Kit-.md
Service Mesh,An infrastructure layer for facilitating service-to-service communications between microservices.,Platform Ecosystems & Integrations,Service-Mesh.md
Sidecar Pattern,Deploying components of an application into a separate process or container to provide isolation and encapsulation.,Platform Ecosystems & Integrations,Sidecar-Pattern.md
Single Sign-On (SSO),"An authentication scheme that allows a user to log in with a single ID to any of several related, yet independent, software systems.",Platform Ecosystems & Integrations,Single-Sign-On--SSO-.md
Solution Partner,A company that provides consulting or implementation services around a platform.,Platform Ecosystems & Integrations,Solution-Partner.md
Technology Partner,A company whose software integrates with the platform to offer complementary features.,Platform Ecosystems & Integrations,Technology-Partner.md
Third-Party Plugins,Add-on software components created by an external company.,Platform Ecosystems & Integrations,Third-Party-Plugins.md
Vendor Management,The process that empowers an organization to take appropriate measures for controlling cost and reducing potential risks related to vendors.,Platform Ecosystems & Integrations,Vendor-Management.md
Webhook,A method for an app to provide other applications with real-time information.,Platform Ecosystems & Integrations,Webhook.md
Acceptance Criteria,A set of conditions that a software product must satisfy to be accepted by a user or customer.,Product Management & Agile,Acceptance-Criteria.md
Aha!,"The world's #1 roadmap software, helping teams define strategy and prioritize work.",Product Management & Agile,Aha!.md
Backlog Grooming,The process of reviewing and prioritizing items in the product backlog to ensure the team is working on the right things.,Product Management & Agile,Backlog-Grooming.md
Burndown Chart,"A graphical representation of work left to do versus time, used to track the progress of a project.",Product Management & Agile,Burndown-Chart.md
Dogfooding,The practice of an organization using its own product to test and improve it.,Product Management & Agile,Dogfooding.md
End of Life (EOL),"The date after which a vendor will no longer support, market, or sell a particular product.",Product Management & Agile,End-of-Life--EOL-.md
Feature Creep,"The ongoing expansion or addition of new features in a product, often resulting in complexity and delay.",Product Management & Agile,Feature-Creep.md
Feature Parity,When a new system or product offers the same set of features as the legacy system it is replacing.,Product Management & Agile,Feature-Parity.md
Jira,"The #1 software development tool used by agile teams to plan, track, and release software.",Product Management & Agile,Jira.md
Kanban,"A visual method for managing work as it moves through a process, emphasizing continuous delivery.",Product Management & Agile,Kanban.md
Linear,"A purpose-built tool for planning and building products, known for its speed and design.",Product Management & Agile,Linear.md
MoSCoW Method,"A prioritization technique: Must have, Should have, Could have, and Won't have.",Product Management & Agile,MoSCoW-Method.md
MVP (Minimum Viable Product),A product with just enough features to be usable by early customers who can then provide feedback.,Product Management & Agile,MVP--Minimum-Viable-Product-.md
Notion,"An all-in-one workspace for notes, project management, documents, and collaboration.",Product Management & Agile,Notion.md
Product Roadmap,"A shared source of truth that outlines the vision, direction, priorities, and progress of a product over time.",Product Management & Agile,Product-Roadmap.md
Product-Market Fit (PMF),The degree to which a product satisfies a strong market demand.,Product Management & Agile,Product-Market-Fit--PMF-.md
Productboard,A customer-centric product management platform that helps teams get the right products to market.,Product Management & Agile,Productboard.md
Proof of Concept (PoC),A small-scale realization of a certain method or idea to demonstrate its feasibility.,Product Management & Agile,Proof-of-Concept--PoC-.md
Refactoring,The process of restructuring existing computer code without changing its external behavior.,Product Management & Agile,Refactoring.md
RICE Score,"A prioritization framework based on Reach, Impact, Confidence, and Effort.",Product Management & Agile,RICE-Score.md
Scrum,"An agile framework for developing, delivering, and sustaining complex products through iterative cycles.",Product Management & Agile,Scrum.md
Sprint,A set period of time (usually 2 weeks) during which specific work has to be completed and made ready for review.,Product Management & Agile,Sprint.md
Technical Debt,"The implied cost of future reworking required when choosing an easy, short-term solution over a better long-term approach.",Product Management & Agile,Technical-Debt.md
Use Case,A specific situation in which a product or service could potentially be used.,Product Management & Agile,Use-Case.md
User Story,"A description of a software feature from an end-user perspective (e.g., 'As a [user], I want [feature] so that [benefit]').",Product Management & Agile,User-Story.md
Wireframe,A visual guide that represents the skeletal framework of a website or application interface.,Product Management & Agile,Wireframe.md
Assistant Message,The response generated by the AI.,Prompting & Interfaces,Assistant-Message.md
Chain-of-Thought Prompting,Prompting the AI to explain its reasoning step-by-step to improve accuracy.,Prompting & Interfaces,Chain-of-Thought-Prompting.md
Chat Interface,A user interface that allows for conversation with a computer program.,Prompting & Interfaces,Chat-Interface.md
Context Window,The limit on the amount of text (tokens) an AI model can process at one time.,Prompting & Interfaces,Context-Window.md
Conversational Memory,The ability of a chat system to store and recall past interactions within a session.,Prompting & Interfaces,Conversational-Memory.md
Few-Shot Learning,Teaching a model to perform a task with only a small number of examples.,Prompting & Interfaces,Few-Shot-Learning.md
Interactive UI,A user interface that allows for two-way interaction between the user and the system.,Prompting & Interfaces,Interactive-UI.md
Multimodal Prompting,"Providing inputs of different types (e.g., text + image) simultaneously to an AI model.",Prompting & Interfaces,Multimodal-Prompting.md
Negative Prompt,Instructions telling the AI what *not* to include in the generated output.,Prompting & Interfaces,Negative-Prompt.md
Output Parser,Code that formats the unstructured text output from an LLM into a structured format like JSON.,Prompting & Interfaces,Output-Parser.md
Persona Design,"Defining the character, tone, and style of an AI agent.",Prompting & Interfaces,Persona-Design.md
Prompt Chaining,"Breaking a complex task into a series of smaller prompts, using the output of one as the input for the next.",Prompting & Interfaces,Prompt-Chaining.md
Prompt Injection,A security exploit where malicious inputs trick the AI into overriding its instructions.,Prompting & Interfaces,Prompt-Injection.md
Prompt Leaking,A security vulnerability where the model reveals its own system instructions or hidden prompts.,Prompting & Interfaces,Prompt-Leaking.md
Prompt Library,A collection of pre-saved prompts that users can easily insert into the chat.,Prompting & Interfaces,Prompt-Library.md
Retry Mechanism,Allowing the user to regenerate the response if the first output was unsatisfactory.,Prompting & Interfaces,Retry-Mechanism.md
Role Prompting,"Assigning a specific persona (e.g., 'Act as a lawyer') to the AI to guide its output.",Prompting & Interfaces,Role-Prompting.md
Stop Sequence,A specific set of characters that tells the AI model to stop generating further text.,Prompting & Interfaces,Stop-Sequence.md
Streaming Response,"Displaying the AI's output token-by-token as it is generated, rather than waiting for the full text.",Prompting & Interfaces,Streaming-Response.md
System Message,The initial hidden instruction given to the AI to define its behavior and constraints.,Prompting & Interfaces,System-Message.md
System Prompt,Initial instructions given to an AI model to define its behavior and persona.,Prompting & Interfaces,System-Prompt.md
Tree of Thoughts (ToT),A prompting framework that allows LLMs to explore multiple reasoning paths for problem-solving.,Prompting & Interfaces,Tree-of-Thoughts--ToT-.md
User Intent,What the user wants to achieve with their input.,Prompting & Interfaces,User-Intent.md
User Message,The input provided by the human user to the AI.,Prompting & Interfaces,User-Message.md
Variable Substitution,"Replacing placeholders in a prompt template with actual user data (e.g., {{name}} -> 'John').",Prompting & Interfaces,Variable-Substitution.md
Zero-Shot Learning,Testing a model's ability to perform a task without any specific examples.,Prompting & Interfaces,Zero-Shot-Learning.md
Account-Based Marketing (ABM),A B2B marketing strategy that concentrates resources on a set of target accounts within a market.,Sales Enablement & CRM,Account-Based-Marketing--ABM-.md
Apollo.io,A sales intelligence and engagement platform with a database of millions of contacts.,Sales Enablement & CRM,Apollo.io.md
BANT Framework,"A sales qualification framework based on Budget, Authority, Need, and Timeline.",Sales Enablement & CRM,BANT-Framework.md
Battle Card,A cheat sheet for sales reps comparing their company's product against a specific competitor's.,Sales Enablement & CRM,Battle-Card.md
Champion,A person within the prospect's organization who actively advocates for your product to the decision-makers.,Sales Enablement & CRM,Champion.md
Cold Calling,Soliciting business from potential customers who have had no prior contact with the salesperson.,Sales Enablement & CRM,Cold-Calling.md
"CPQ (Configure, Price, Quote)",Software that helps sellers quote complex and configurable products accurately.,Sales Enablement & CRM,"CPQ--Configure,-Price,-Quote-.md"
Deal Closing,The final step of a transaction where the prospect agrees to the purchase and signs the contract.,Sales Enablement & CRM,Deal-Closing.md
Discovery Call,"The first conversation with a prospect to understand their pain points, needs, and goals.",Sales Enablement & CRM,Discovery-Call.md
Gatekeeper,"An individual (e.g., receptionist, assistant) who controls access to the decision-maker.",Sales Enablement & CRM,Gatekeeper.md
Gong,A revenue intelligence platform that captures and analyzes customer interactions.,Sales Enablement & CRM,Gong.md
Ideal Customer Profile (ICP),A description of the company — not the individual buyer — that would get the most value from your product.,Sales Enablement & CRM,Ideal-Customer-Profile--ICP-.md
Intent Data,"Data that indicates a prospect's level of interest or readiness to buy, often based on web behavior.",Sales Enablement & CRM,Intent-Data.md
Magic Number,A metric that measures the sales efficiency of a SaaS business.,Sales Enablement & CRM,Magic-Number.md
MEDDIC,"A B2B sales qualification methodology (Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion).",Sales Enablement & CRM,MEDDIC.md
Outreach,A sales execution platform that helps revenue organizations create and close more pipeline.,Sales Enablement & CRM,Outreach.md
Quota,A specific sales target that a seller or team is expected to achieve over a given period.,Sales Enablement & CRM,Quota.md
Sales Cycle,"The entire process of selling a product to a customer, from identifying the lead to closing the deal.",Sales Enablement & CRM,Sales-Cycle.md
Sales Funnel,The buying process that companies lead customers through when purchasing products.,Sales Enablement & CRM,Sales-Funnel.md
Sales Pipeline,A visual representation of where prospects are in the sales process.,Sales Enablement & CRM,Sales-Pipeline.md
Sales Velocity,A metric measuring how quickly deals move through your sales pipeline and generate revenue.,Sales Enablement & CRM,Sales-Velocity.md
Salesloft,A leading sales engagement platform that helps sales teams drive more revenue.,Sales Enablement & CRM,Salesloft.md
301 Redirect,"A permanent redirect from one URL to another, passing on ranking power.",SEO & Search Visibility,301-Redirect.md
Alt Text,A text description of an image used for accessibility and SEO.,SEO & Search Visibility,Alt-Text.md
Anchor Text,"The visible, clickable text in a hyperlink.",SEO & Search Visibility,Anchor-Text.md
Backlink Strategy,A plan to get other websites to link to your site to improve authority.,SEO & Search Visibility,Backlink-Strategy.md
Canonical Tag,"Similar to a 301 redirect, but without the redirect.",SEO & Search Visibility,Canonical-Tag.md
Content Pruning,Removing or updating low-quality or outdated content to improve overall site health and SEO.,SEO & Search Visibility,Content-Pruning.md
Core Web Vitals,"Google's rating guidelines: Experience, Expertise, Authoritativeness, and Trustworthiness.",SEO & Search Visibility,Core-Web-Vitals.md
Crawl Budget,The number of pages a search engine bot crawls on a website within a certain timeframe.,SEO & Search Visibility,Crawl-Budget.md
Domain Authority,A search engine ranking score that predicts how likely a website is to rank.,SEO & Search Visibility,Domain-Authority.md
Domain Rating (DR),A proprietary metric by Ahrefs showing the strength of a website's backlink profile.,SEO & Search Visibility,Domain-Rating--DR-.md
E-E-A-T,"Google's rating guidelines: Experience, Expertise, Authoritativeness, and Trustworthiness.",SEO & Search Visibility,E-E-A-T.md
Entity SEO,"Optimizing content based on distinct concepts (people, places, things) rather than just keywords.",SEO & Search Visibility,Entity-SEO.md
Featured Snippet,Selected search results that are featured on top of Google's organic results in a box.,SEO & Search Visibility,Featured-Snippet.md
Google Business Profile,"A free tool for businesses to manage their online presence across Google, including Search and Maps.",SEO & Search Visibility,Google-Business-Profile.md
Hreflang Tag,An HTML attribute used to specify the language and geographical targeting of a webpage.,SEO & Search Visibility,Hreflang-Tag.md
Internal Linking,Hyperlinks that point to another page on the same website.,SEO & Search Visibility,Internal-Linking.md
Keyword Cannibalization,"When multiple pages on a site target the same keyword, hurting each other's ranking.",SEO & Search Visibility,Keyword-Cannibalization.md
Keyword Clustering,Grouping related keywords together to target them with a single page or topic cluster.,SEO & Search Visibility,Keyword-Clustering.md
Keyword Difficulty,A metric estimating how hard it would be to rank on the first page of Google for a specific keyword.,SEO & Search Visibility,Keyword-Difficulty.md
Keyword Research,The process of finding and analyzing search terms that people enter into search engines.,SEO & Search Visibility,Keyword-Research.md
Knowledge Panel,"Information boxes that appear on Google when you search for entities (people, places, organizations).",SEO & Search Visibility,Knowledge-Panel.md
